hsa.let.7a.1,hsa.let.7a.2,hsa.let.7a.3,hsa.let.7b,hsa.let.7c,hsa.let.7d,hsa.let.7e,hsa.let.7f.1,hsa.let.7f.2,hsa.let.7g,hsa.let.7i,hsa.mir.100,hsa.mir.101.1,hsa.mir.101.2,hsa.mir.103a.1,hsa.mir.103a.2,hsa.mir.106a,hsa.mir.106b,hsa.mir.107,hsa.mir.10a,hsa.mir.10b,hsa.mir.1180,hsa.mir.122,hsa.mir.1247,hsa.mir.125a,hsa.mir.125b.1,hsa.mir.125b.2,hsa.mir.126,hsa.mir.1266,hsa.mir.1269a,hsa.mir.127,hsa.mir.128.1,hsa.mir.128.2,hsa.mir.1287,hsa.mir.1295b,hsa.mir.1296,hsa.mir.1301,hsa.mir.1306,hsa.mir.1307,hsa.mir.130a,hsa.mir.130b,hsa.mir.132,hsa.mir.134,hsa.mir.136,hsa.mir.139,hsa.mir.140,hsa.mir.141,hsa.mir.142,hsa.mir.143,hsa.mir.144,hsa.mir.145,hsa.mir.1468,hsa.mir.146a,hsa.mir.146b,hsa.mir.148a,hsa.mir.148b,hsa.mir.149,hsa.mir.150,hsa.mir.151a,hsa.mir.152,hsa.mir.153.2,hsa.mir.154,hsa.mir.155,hsa.mir.15a,hsa.mir.15b,hsa.mir.16.1,hsa.mir.16.2,hsa.mir.17,hsa.mir.181a.1,hsa.mir.181a.2,hsa.mir.181b.1,hsa.mir.181b.2,hsa.mir.181c,hsa.mir.181d,hsa.mir.182,hsa.mir.183,hsa.mir.185,hsa.mir.186,hsa.mir.188,hsa.mir.18a,hsa.mir.191,hsa.mir.192,hsa.mir.193a,hsa.mir.193b,hsa.mir.194.1,hsa.mir.194.2,hsa.mir.195,hsa.mir.196b,hsa.mir.197,hsa.mir.1976,hsa.mir.199a.1,hsa.mir.199a.2,hsa.mir.199b,hsa.mir.19a,hsa.mir.19b.1,hsa.mir.19b.2,hsa.mir.200a,hsa.mir.200b,hsa.mir.200c,hsa.mir.203a,hsa.mir.204,hsa.mir.20a,hsa.mir.20b,hsa.mir.21,hsa.mir.210,hsa.mir.214,hsa.mir.215,hsa.mir.216a,hsa.mir.216b,hsa.mir.217,hsa.mir.218.1,hsa.mir.218.2,hsa.mir.219a.1,hsa.mir.22,hsa.mir.221,hsa.mir.222,hsa.mir.223,hsa.mir.224,hsa.mir.2355,hsa.mir.23a,hsa.mir.23b,hsa.mir.24.1,hsa.mir.24.2,hsa.mir.25,hsa.mir.26a.1,hsa.mir.26a.2,hsa.mir.26b,hsa.mir.27a,hsa.mir.27b,hsa.mir.28,hsa.mir.29a,hsa.mir.29b.1,hsa.mir.29b.2,hsa.mir.29c,hsa.mir.301a,hsa.mir.3065,hsa.mir.3074,hsa.mir.30a,hsa.mir.30b,hsa.mir.30c.1,hsa.mir.30c.2,hsa.mir.30d,hsa.mir.30e,hsa.mir.32,hsa.mir.320a,hsa.mir.324,hsa.mir.326,hsa.mir.328,hsa.mir.330,hsa.mir.331,hsa.mir.335,hsa.mir.337,hsa.mir.338,hsa.mir.339,hsa.mir.33a,hsa.mir.33b,hsa.mir.340,hsa.mir.342,hsa.mir.345,hsa.mir.34a,hsa.mir.3607,hsa.mir.361,hsa.mir.3613,hsa.mir.3615,hsa.mir.362,hsa.mir.363,hsa.mir.3653,hsa.mir.365a,hsa.mir.365b,hsa.mir.3677,hsa.mir.369,hsa.mir.370,hsa.mir.374a,hsa.mir.374b,hsa.mir.375,hsa.mir.376c,hsa.mir.378a,hsa.mir.378c,hsa.mir.379,hsa.mir.381,hsa.mir.382,hsa.mir.409,hsa.mir.410,hsa.mir.411,hsa.mir.412,hsa.mir.421,hsa.mir.423,hsa.mir.424,hsa.mir.425,hsa.mir.429,hsa.mir.431,hsa.mir.432,hsa.mir.4326,hsa.mir.450a.1,hsa.mir.450a.2,hsa.mir.450b,hsa.mir.451a,hsa.mir.452,hsa.mir.454,hsa.mir.455,hsa.mir.4661,hsa.mir.4662a,hsa.mir.4677,hsa.mir.4772,hsa.mir.483,hsa.mir.484,hsa.mir.485,hsa.mir.486.1,hsa.mir.486.2,hsa.mir.487b,hsa.mir.493,hsa.mir.495,hsa.mir.497,hsa.mir.500a,hsa.mir.500b,hsa.mir.501,hsa.mir.502,hsa.mir.503,hsa.mir.505,hsa.mir.511,hsa.mir.532,hsa.mir.539,hsa.mir.542,hsa.mir.5589,hsa.mir.574,hsa.mir.576,hsa.mir.582,hsa.mir.584,hsa.mir.589,hsa.mir.590,hsa.mir.598,hsa.mir.616,hsa.mir.618,hsa.mir.625,hsa.mir.628,hsa.mir.629,hsa.mir.651,hsa.mir.652,hsa.mir.653,hsa.mir.654,hsa.mir.660,hsa.mir.664a,hsa.mir.664b,hsa.mir.671,hsa.mir.6715a,hsa.mir.675,hsa.mir.7.1,hsa.mir.708,hsa.mir.744,hsa.mir.758,hsa.mir.766,hsa.mir.769,hsa.mir.874,hsa.mir.885,hsa.mir.889,hsa.mir.9.1,hsa.mir.9.2,hsa.mir.9.3,hsa.mir.92a.1,hsa.mir.92a.2,hsa.mir.92b,hsa.mir.93,hsa.mir.942,hsa.mir.95,hsa.mir.96,hsa.mir.98,hsa.mir.99a,hsa.mir.99b,samples,groups
30410,30529,30244,14793,8991,926,1861,25254,25797,2322,435,6829,25698,25676,29348,29312,7,989,327,15499,72419,44,149834,0,307,776,814,15625,8,3513,457,197,123,8,28,3,11,14,6242,61,59,135,120,39,354,4655,7,3053,81259,216,1234,99,148,33310,210647,533,21,1328,14404,409,17,5,902,589,395,530,522,3554,1608,3386,214,227,40,6,8103,2165,346,714,27,14,1492,134074,1029,680,24655,27243,26,11,545,16,118,237,276,106,472,393,508,734,56,404,91,1583,5,1710254,380,3,293,7,8,370,5,4,9,294551,312,41,311,132,33,2333,5227,2274,2145,16309,4210,4269,4907,1583,9410,8119,43925,1576,1669,9586,8,43,9,76255,13633,922,1016,169363,38782,365,726,86,7,91,18,63,148,28,705,139,391,88,89,429,30,2080,118,1279,65,22,90,10,12,575,573,6,13,6,2071,180,8579,4,5902,149,626,42,19,19,19,6,4,5,326,182,424,78,8,5,5,12,11,12,987,285,16,2456,38,541,40,19,9,237,1,152,140,7,10,7,18,641,12,90,48,9,146,54,4687,5,436,92,414,19,426,96,260,51,30,8,20,130,22,205,5,22,12,41,226,312,26,7,74,131,22,5,118,11,49,52,21,794,17,168,169,157,32267,26918,9,8452,3,24,23,147,2762,14832,TCGA.2Y.A9H1,NO
51839,51904,52222,20824,8551,1102,1840,66534,68253,5045,1125,18796,28609,28614,38788,38727,7,2410,340,8440,83167,110,98812,19,259,433,537,4974,38,10968,1454,545,357,21,98,22,17,32,6056,20,118,139,1433,22,90,7738,8,2009,127027,295,710,55,292,849,380392,643,16,320,11516,1902,4,25,482,632,919,748,762,1316,527,1103,90,87,60,11,110688,53764,380,1533,10,11,1573,114431,1282,655,31312,34006,17,146,1760,42,100,175,204,32,110,127,96,71,83,75,38,496,8,964977,4033,3,510,72,46,1861,11,13,17,414423,400,70,331,1456,70,3570,2061,1808,1795,46467,3295,3405,5902,1414,3060,24813,52364,638,692,9475,22,42,12,71722,1743,1154,1238,32159,62804,112,1377,92,27,164,72,67,168,84,472,108,65,32,260,257,62,2471,32,4788,125,30,46,11,5,978,976,24,57,14,24094,842,2097,36,4692,31,3942,151,64,91,95,39,15,93,666,283,1147,16,42,22,14,2,2,19,856,4155,26,867,68,678,43,12,4,246,72,117,92,20,25,51,4,1067,21,164,23,7,597,54,3608,19,401,117,408,30,1964,200,381,90,35,35,27,211,45,433,9,239,91,72,145,268,35,12,479,45,30,7,97,55,35,34,13,2184,77,871,887,874,23959,22084,66,12153,23,83,99,415,1282,13398,TCGA.BC.A10U,YES
77183,76656,76809,87761,37402,2554,4759,49891,50890,7580,1738,52070,145928,146230,40280,40293,64,2365,717,174002,9275,38,252758,363,3228,3442,3824,49702,17,11,6932,568,447,148,128,53,41,68,5141,944,143,364,3183,383,2723,6033,203,15274,445523,1831,17470,120,1017,8424,987768,787,28,2090,11948,5534,84,57,782,807,1404,2318,2424,3856,2338,6489,430,380,191,22,5200,1354,394,1695,20,47,4601,335869,4965,1423,55995,59525,945,53,2957,41,7928,13356,16665,110,453,384,893,907,745,8087,251,1575,11,309804,1704,235,1440,89,59,1386,93,96,12,1134796,328,101,1255,76,146,8911,14258,8921,7877,31184,16527,16517,25440,6028,39840,30495,106878,1954,2079,36551,17,307,28,242031,9982,3544,4158,48862,217515,585,1609,143,56,226,67,187,758,588,1688,118,509,193,464,453,219,1080,2978,2164,118,34,52,25,154,925,924,13,342,70,11181,907,42152,210,15210,175,12543,434,180,120,116,319,3,19,835,4497,1183,206,59,63,26,70,85,160,7594,327,34,11897,3,850,79,50,794,381,34,519,531,53,103,63,209,721,15,136,39,28,915,220,3274,63,3649,430,1490,123,1869,154,183,181,98,35,15,259,113,214,20,66,32,476,196,241,32,16,121,1068,130,51,386,269,73,103,186,2479,175,135,136,139,49671,46158,69,8491,16,36,3,414,9562,63889,TCGA.BC.A10U,YES
54754,54272,55328,32570,21982,2126,4532,31758,33922,3461,863,48363,41503,41745,58316,58613,15,1539,825,38054,5271,27,96426,52,1504,2141,2303,57793,4,11,972,746,352,544,69,23,45,33,13191,162,113,387,244,63,1156,9978,16,2828,173872,1041,6559,156,121,14988,2422782,775,7,548,10162,1231,16,5,481,812,799,689,671,4419,2949,4250,500,445,192,63,1739,340,740,1614,15,27,2621,187634,3039,680,52056,58582,143,2338,1280,31,1595,2236,2179,122,409,369,136,147,70,150,1135,1564,68,641104,116,35,149,1,0,62,41,25,31,1201190,881,157,605,95,65,5208,9655,3345,3218,41614,4114,3985,6296,1776,9719,14101,23072,1323,1486,15770,29,47,19,173392,1616,1284,1808,29051,52652,628,1368,120,8,116,25,61,182,55,1922,159,120,8,309,373,41,3492,229,4351,34,24,67,33,36,659,654,25,24,22,8445,536,254,12,2527,36,901,87,40,65,34,8,26,18,758,462,549,32,14,18,19,16,29,62,3002,234,22,3485,6,488,74,11,125,219,9,365,347,10,19,17,106,1133,29,175,39,59,1181,63,6472,9,1356,13,613,64,229,265,455,72,85,25,22,96,21,411,16,125,18,38,319,1378,69,27,150,188,57,11,110,15,23,84,69,625,39,406,429,400,31921,25894,38,25828,13,8,1,209,9059,38763,TCGA.DD.AAVP,YES
22622,22128,22609,16630,11091,993,1466,13409,14112,2223,618,37906,30918,31586,43067,43407,35,591,292,63688,4863,33,149097,199,1083,1968,2028,24656,6,14,688,179,70,93,88,6,27,17,5701,254,126,80,454,48,1205,3999,24,3420,35105,1777,4449,94,170,6826,683814,270,7,381,2855,544,2,6,328,640,467,516,546,1767,1086,2126,149,165,34,7,5123,827,247,1000,0,23,2185,79724,1578,481,19156,23760,93,22,824,19,1268,1824,1373,115,316,300,114,117,161,215,315,1333,70,670993,749,33,50,0,1,115,14,19,23,859539,230,59,504,49,110,1441,2901,952,919,30109,2257,2295,4458,612,4206,13021,21266,2115,2183,6114,22,786,15,160575,1900,2532,2865,17396,49767,256,2749,119,3,89,13,30,96,60,1073,120,48,11,97,970,46,3323,147,1522,26,20,126,19,88,481,477,7,26,14,5884,288,211,15,939,11,896,48,20,53,13,15,5,12,798,451,637,17,28,15,16,18,15,49,7169,56,54,1422,16,380,23,7,237,273,12,621,625,6,17,13,58,1394,18,180,19,22,351,86,1994,12,755,28,425,78,552,114,145,44,46,19,18,195,15,132,8,27,14,55,153,211,26,20,27,252,69,9,62,37,6,33,65,260,38,172,182,161,19672,15955,14,20407,7,16,2,130,1999,17933,TCGA.DD.A4NP,NO
37955,38193,38073,26787,2298,892,1650,9738,9847,1196,1412,10658,18323,18361,60307,60127,14,1890,531,62307,94591,210,33298,19,1023,349,353,9449,115,2357,1308,297,238,50,23,4,44,30,4635,54,143,599,941,49,190,7275,118,8358,260733,590,2228,364,1008,3665,162213,985,7,2807,7319,853,49,16,3599,664,610,1072,1096,2757,2601,7461,450,365,177,47,22866,9859,380,979,6,42,2344,120025,2102,368,20851,22220,109,17,726,69,1429,2369,2888,75,183,159,799,232,513,344,27,1050,8,1591108,11519,23,1772,25,4,791,33,28,22,455841,427,109,4012,819,111,10706,4027,3252,3214,28432,5596,5671,2335,5771,4912,42070,31052,799,714,7972,18,156,18,43397,1612,614,679,31367,91750,135,1661,85,41,52,214,179,164,47,1335,87,51,83,125,489,24,1071,67,1641,56,31,17,7,11,421,413,42,40,16,7321,218,3468,43,2766,21,4195,440,77,102,80,30,48,29,570,406,998,14,18,9,23,13,7,36,1250,1157,22,918,29,103,42,80,4,563,46,193,208,21,21,31,20,730,16,132,27,11,134,181,1502,39,858,14,280,96,2779,105,247,67,55,32,9,1122,103,1524,5,80,15,66,87,83,16,43,33,346,121,90,89,51,42,42,42,1392,158,1919,1931,1898,46504,41312,165,9984,66,15,12,129,492,45641,TCGA.BC.4073,YES
80541,79896,80013,74535,18515,3615,10094,45669,46360,7445,2556,61164,133317,135268,53752,54319,32,4300,637,225074,21903,49,167830,142,4301,3971,4259,60385,20,591,8532,640,462,117,69,44,50,44,12148,940,203,731,2710,642,1365,12426,30,24906,568794,895,16499,153,909,20391,489448,1077,182,12255,12994,1872,77,103,2139,1865,1547,1771,1734,6764,7200,16986,1149,1033,775,110,20324,5144,683,1869,32,91,3641,224933,3811,2389,42785,48492,301,47,1898,52,18722,29212,31568,497,1378,1223,2198,2584,139,4622,254,3615,79,2555309,676,725,518,18,6,642,427,459,32,1063153,882,155,3366,2373,324,22825,12357,7517,7256,98742,12410,12680,14326,16466,29113,34875,146460,5059,5430,27531,55,146,29,204346,6940,2515,2853,66346,131706,576,2978,253,36,197,155,185,1149,355,3346,475,556,58,261,1303,128,5871,319,4948,199,65,176,51,36,1209,1202,12,188,91,15240,1617,18474,113,10582,131,7815,585,257,338,189,87,19,28,1040,2487,1121,474,102,71,38,138,126,234,7583,2774,52,4793,64,885,96,90,110,481,72,680,673,97,200,127,255,1948,40,269,92,157,1072,110,8057,64,4354,122,971,97,2457,550,791,238,158,40,60,831,98,779,42,161,30,441,618,668,78,32,177,475,123,238,244,298,121,155,179,3163,246,345,363,372,76989,69402,240,33738,23,52,60,327,7302,129449,TCGA.MI.A75E,YES
18159,18385,17988,8836,2365,331,931,5498,5584,729,411,18519,60815,61923,28511,28731,24,1524,268,16694,160224,20,81035,3,341,391,478,9411,19,4268,617,401,235,3,62,23,10,14,4270,85,430,105,285,7,166,3706,5,741,157806,454,1422,34,82,2771,423677,357,7,458,9284,1456,16,1,194,84,985,377,396,1672,1197,2956,212,214,24,7,40889,13443,161,1036,4,23,2349,159447,3236,401,43997,47521,87,7,790,18,246,411,499,35,149,139,5,3,47,2157,16,906,28,269852,364,5,974,305,143,7510,9,7,32,246214,77,12,218,16,32,1948,3409,1755,1601,54467,3796,3886,7780,718,5607,36629,28711,165,174,4337,3,10,16,40766,1600,1045,1179,36360,102910,85,1113,41,11,73,33,28,582,49,197,78,71,6,109,128,41,713,63,1328,10,21,23,12,8,815,812,2,13,7,3619,300,13558,2,2493,26,875,36,12,35,17,4,17,9,413,183,1475,0,11,13,27,4,4,10,1547,38,5,1317,2,221,26,10,76,230,3,178,203,4,27,11,22,503,11,59,13,7,186,13,1440,8,456,161,576,73,85,169,148,33,29,9,2,91,28,133,25,29,7,18,59,124,5,10,21,18,52,6,53,21,43,79,13,698,19,105,119,122,41652,36722,30,11523,13,11,26,56,1152,17948,TCGA.DD.A11C,YES
26512,26506,26454,29749,15154,1282,1281,15619,15641,2937,757,16634,71075,71839,16624,16545,24,923,354,54888,1861,7,110854,17,972,1265,1455,23351,3,107,2616,230,179,31,74,11,9,37,3952,317,96,89,959,127,1133,2404,18,7687,105607,1532,4185,53,220,1776,484499,449,10,971,5399,2231,41,19,249,307,647,934,943,1320,1009,2573,171,153,57,7,2452,691,223,891,7,25,2110,148138,2448,633,26400,27976,252,20,1224,15,2343,4012,4953,49,142,148,170,157,92,5018,78,432,17,117179,914,55,631,13,8,358,24,28,17,474669,81,24,571,16,61,3069,5602,2462,2199,12203,4523,4470,6966,1576,11725,12169,27237,763,749,11049,11,100,6,80520,2519,1085,1369,17405,83937,172,818,82,45,114,16,139,160,209,371,47,255,125,113,248,76,350,1064,988,69,11,19,15,37,383,377,5,85,39,4322,303,9387,59,7353,92,4566,199,52,62,36,85,15,9,288,2374,241,27,20,26,4,35,39,78,6033,61,14,5808,4,95,24,26,410,193,10,405,383,23,27,31,71,282,17,53,25,15,420,93,1405,14,1825,241,679,58,513,107,116,74,69,18,19,87,45,144,7,39,18,218,86,123,13,16,23,477,56,17,184,96,50,44,99,1431,78,30,24,23,15335,14178,22,3347,6,15,1,161,3939,20497,TCGA.DD.A11C,YES
11449,11245,11655,4054,844,307,597,3932,3901,669,316,47179,23060,23046,140115,140598,15,2494,715,9199,23344,177,116562,0,265,843,856,7207,19,5810,382,352,218,31,7,46,45,45,8714,58,311,247,123,37,60,5424,15,4836,58568,603,879,18,310,6000,362056,1141,137,924,7815,781,7,7,838,388,350,437,393,4407,1568,2242,257,225,72,9,128267,63059,1045,841,23,190,2140,228123,1401,581,21827,25175,20,271,822,17,415,699,782,378,662,601,129,184,92,216,41,2250,39,1108198,9068,9,266,1,0,14,12,10,23,554614,464,85,558,551,148,3578,3109,2164,1983,28142,3490,3587,5467,1632,6979,11420,15048,868,908,3264,75,67,15,29507,1202,749,844,26204,45667,629,4012,387,9,95,41,165,524,19,1871,197,356,24,428,182,146,1758,75,2296,53,36,114,24,5,714,713,23,18,5,4983,403,1192,3,2631,33,498,38,24,21,9,9,7,26,723,202,851,45,15,2,50,6,5,18,3608,876,68,2738,28,55,60,21,1618,322,5,223,217,2,14,9,15,1468,42,286,60,46,251,60,4845,3,301,0,263,45,1490,157,498,105,49,55,46,267,37,141,2,227,46,12,327,333,25,17,47,1937,29,20,203,5,31,53,27,842,16,151,135,159,22917,21117,30,18984,19,14,227,45,1445,8542,TCGA.CC.A9FW,NO
95863,96143,95795,143357,38550,3857,5876,62466,62616,7985,2691,63718,122476,122531,31569,31858,54,3509,1271,145634,10213,132,203220,14,3085,2806,3337,34698,58,560,4602,904,796,380,151,16,99,89,13859,876,129,430,2020,198,1556,7080,481,44027,506200,2389,13200,61,1133,6917,493950,1912,72,15894,15260,4321,102,51,3322,813,1683,2948,2994,2983,3335,8299,707,660,271,41,19308,5747,515,2193,22,79,5906,332576,4981,1055,39311,41483,791,97,1858,82,8653,15080,19318,67,262,188,2956,1842,1360,3747,127,853,33,589204,1060,211,15915,54,45,1062,107,80,21,990053,1106,359,1703,200,132,11675,7190,6519,6206,26675,23850,23943,15675,6369,13066,24690,100174,3108,3071,41081,28,258,14,182316,3401,1651,1983,33743,224967,704,2309,265,84,231,172,384,313,194,1738,221,428,394,380,1218,288,1568,2913,3404,115,91,58,44,75,713,702,29,143,67,9381,661,30161,54,8654,248,7184,200,107,129,72,140,41,20,856,5615,843,442,46,39,13,74,78,135,11736,1234,33,7405,5,230,60,135,826,678,16,788,819,30,59,26,204,582,23,197,79,64,839,259,3116,21,2927,283,554,104,1470,197,400,191,120,31,16,623,153,484,17,275,26,194,121,177,42,38,88,776,107,87,253,133,99,92,391,1930,134,337,271,319,27550,26020,81,6784,32,44,18,488,6860,68910,TCGA.DD.A114,NO
244151,242502,244734,286890,65615,8062,19230,190667,194522,12840,6859,134914,73058,74070,121218,121782,200,6133,868,623159,122511,167,11196,1121,6099,4317,4598,23022,48,57,15126,1335,1046,228,142,39,87,70,10099,404,193,1191,4533,342,1282,25582,163,25841,2121681,1040,15527,75,3696,7857,964078,1470,155,36033,29434,10234,97,68,10123,1981,4317,3050,3125,3979,8858,16079,1689,1594,747,201,190257,120767,1117,2542,40,64,4200,107320,4190,553,24630,27354,1080,2804,2728,132,19054,32560,41735,80,368,338,1780,2461,1304,2739,365,1152,399,2901062,269,552,453,51,27,1597,442,425,43,1036036,2532,495,3299,5250,288,29843,14075,8724,9030,139172,18460,17973,6628,9424,16485,61949,126800,2143,2214,38015,77,46,123,372244,5712,2791,3561,69890,161973,394,5063,453,52,224,549,207,1187,403,1730,548,114,13,483,3159,166,1654,80,6520,130,70,166,401,34,483,482,125,168,122,21076,1473,10457,90,7158,102,16358,566,269,247,170,187,101,113,1612,2516,2360,342,133,125,29,52,67,199,7229,8306,93,1115,20,253,129,270,27,665,27,884,918,80,240,103,324,3987,95,686,109,33,1332,149,10766,53,5644,17,858,69,3248,526,864,130,268,18,14,3403,78,1355,29,393,66,354,531,547,38,70,12,54,180,433,282,303,94,291,198,543,203,625,685,605,54341,50028,466,38340,78,63,119,1074,10009,207225,TCGA.DD.A114,NO
33160,32996,33099,22720,14526,798,2628,15889,17173,2551,485,28196,48703,49633,24988,25004,16,807,265,80855,1587,8,141062,114,1862,2076,2233,13159,1,0,754,188,84,19,61,10,8,17,2237,430,55,139,375,228,2299,3147,24,3554,108540,881,5004,159,145,2271,402162,310,5,589,2935,705,15,17,155,866,479,600,578,2427,1589,2782,150,145,71,17,733,207,269,742,10,14,1224,134788,1516,541,32331,37320,171,8,786,11,4165,6084,5911,214,394,356,85,75,124,1391,74,1778,31,202641,735,73,65,1,1,22,18,20,21,550890,94,23,610,10,54,3624,5837,1609,1404,21445,3788,3832,4550,1702,7709,10113,30821,1224,1326,6706,15,104,6,105095,2716,1878,2095,27473,72251,129,547,42,8,71,15,21,415,104,572,69,73,3,130,146,26,972,173,1121,83,11,73,14,24,494,491,1,57,17,4082,206,3111,18,8226,90,1135,130,32,36,27,29,10,1,331,1044,222,15,9,14,0,28,35,146,2157,50,14,4073,3,348,29,10,164,93,10,272,247,15,38,25,61,328,3,61,17,68,208,33,1449,17,1723,33,369,74,617,94,136,91,13,25,26,84,31,97,8,31,6,50,117,139,13,7,13,695,36,9,67,34,17,27,37,799,62,39,33,34,24244,20233,22,10998,5,16,3,83,5512,18841,TCGA.WX.AA46,YES
76830,76583,76440,23275,19715,3472,4978,61041,65633,8191,887,86852,62380,63725,121763,121682,21,2075,1285,41821,106243,40,185355,219,1436,2865,3072,48848,11,19,1178,763,330,154,123,31,26,46,5878,168,173,283,214,71,2130,12401,3,2479,150264,806,3975,244,73,1187,1475383,1130,20,836,24569,2324,19,9,345,1845,919,947,934,5343,2828,3005,386,335,147,34,2828,1163,769,1968,24,44,2374,228532,3008,1082,76923,85508,74,6,1738,10,1116,1630,1655,160,430,399,284,256,30,3931,245,3515,31,567407,400,24,185,1,0,60,16,25,81,833647,1352,223,261,476,70,5562,16519,3058,2876,44744,4133,4083,3990,1903,13682,15970,42049,2506,2419,13034,22,177,50,104457,10374,2267,2506,391166,93832,518,1174,193,14,168,33,52,509,46,1714,83,220,27,310,186,95,4064,644,4839,55,13,574,19,34,1060,1055,8,27,20,13735,1882,463,11,14068,237,998,133,37,54,42,18,14,53,716,236,814,41,16,11,14,15,10,44,1967,940,34,7789,24,343,128,20,12,165,3,363,373,12,23,10,48,2887,54,326,124,38,393,22,22714,11,853,24,806,79,281,285,579,160,35,75,107,50,32,79,37,31,11,40,1227,399,27,16,603,95,41,4,279,23,96,97,41,1739,73,57,48,70,44958,35819,20,46560,11,58,3,545,9317,36106,TCGA.DD.AAW2,YES
32296,32144,32051,27808,4708,1547,5190,14645,14899,2390,1340,22482,20859,20783,54215,54408,18,1064,395,85985,8064,78,86499,96,2343,1038,1111,22499,7,21,4873,270,191,52,38,10,20,20,6474,271,99,531,2133,212,591,7170,18,9261,183796,213,7621,26,237,10567,193441,652,56,2992,9919,1106,27,47,1290,721,660,579,602,4645,4250,6589,678,653,211,43,3228,1226,397,871,13,43,1761,95934,1422,601,25868,29073,125,63,850,35,9352,13399,12648,104,344,295,806,545,134,14653,75,2315,31,1570739,809,209,243,30,22,1311,129,136,5,905792,365,75,569,409,119,8463,4500,2234,2180,21723,2781,2811,2403,3180,5363,12892,25480,1232,1349,5433,15,339,23,81260,2612,906,1015,88237,36867,117,889,162,14,118,67,54,218,211,1809,80,79,37,179,569,41,1293,253,1412,45,15,59,27,16,314,308,5,58,65,3999,241,24516,33,4723,59,3895,321,159,202,133,45,38,6,442,797,583,87,66,72,12,37,29,94,752,474,25,1777,49,129,54,70,16,270,31,102,93,35,94,55,101,1113,19,229,48,72,214,30,6379,32,1929,8,398,38,665,233,212,40,63,18,11,203,18,326,13,52,19,193,343,115,14,26,39,151,35,78,146,145,44,56,248,1487,160,11402,11490,11437,37459,31652,121,17815,10,12,6,166,1487,66260,TCGA.DD.AAD2,NO
100452,100404,101014,57590,16723,3909,30510,74673,74868,5603,2528,70925,55090,56026,93986,94205,160,5948,1243,248420,93974,129,79674,447,7156,3153,3354,34800,18,6822,6538,840,655,109,0,16,62,44,10906,829,205,1074,1712,668,1356,16701,11,6946,1518918,3040,20339,53,381,3862,673891,1795,19,3002,16540,2573,39,61,756,1604,1059,1219,1242,52947,4362,8350,978,978,536,108,93052,47378,762,2079,39,836,2414,136115,3383,870,27635,31954,549,219,897,10,17281,28149,32437,2146,3892,3429,831,1215,96,10690,229,30772,108,2508338,356,402,349,41,3,916,204,188,71,845013,787,230,1114,447,100,21436,10899,11843,11621,44231,8838,8969,3777,8724,16813,13441,33372,1391,1391,5715,59,119,12,86109,2762,2605,2850,99067,76741,907,3296,304,12,144,55,123,1287,242,1329,242,220,9,299,724,62,1725,102,3338,111,54,134,83,11,735,710,11,162,81,4214,361,21643,67,4964,57,5892,596,260,272,204,125,69,58,1063,948,1409,241,34,60,13,53,62,282,8544,726,58,1569,25,134,84,58,6889,499,41,912,855,65,225,95,210,1536,69,368,91,173,100,54,8008,58,4771,2,537,65,956,427,291,134,178,37,99,314,50,471,16,145,23,179,558,535,23,49,140,1449,55,75,326,134,83,207,107,365,272,372,371,395,213571,203050,193,44200,29,23,214,645,6141,182438,TCGA.5C.A9VG,NO
25256,25145,25224,21220,8245,1687,902,9588,9735,1820,568,32501,38120,38257,22016,22195,85,1705,572,14147,11763,61,65031,16,385,1029,1172,23705,50,1318,1236,548,355,102,48,27,44,62,11298,142,65,85,360,55,689,5595,22,3206,68531,204,1195,81,81,760,220539,552,3,507,11436,1068,10,7,215,445,1005,590,602,12537,962,2905,166,180,48,7,8733,2092,477,902,46,143,2571,408408,2106,463,68454,74268,26,361,1215,9,364,522,650,500,1129,1046,342,287,156,609,50,6183,35,308876,1640,11,2294,3,8,260,12,15,22,654921,146,34,143,476,45,4713,9389,1752,1581,29555,3532,3523,1209,1304,8066,13247,18343,262,280,3379,10,95,27,99544,1845,1163,1355,57840,85223,247,518,129,24,230,16,220,151,70,485,79,263,46,72,97,56,1256,128,1352,31,13,106,12,8,234,236,22,18,19,3277,239,504,7,4538,73,1078,73,31,61,27,15,23,5,407,178,535,16,14,22,11,5,6,24,687,728,19,11412,1,369,65,8,0,156,3,110,94,7,19,10,19,1406,34,180,108,21,226,35,13350,10,592,170,600,40,531,329,280,53,22,89,23,65,58,392,31,52,29,60,388,56,2,52,123,225,40,4,173,34,38,49,28,1291,33,68,62,59,143382,127832,26,12220,13,9,11,102,4652,19432,TCGA.BC.A3KF,YES
